date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"Virtuoso Sourcing Group, LLC.",CA,91786,,,Phone,9/11/2013,Closed with explanation,Yes,No,521947
9/1/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,HSBC North America Holdings Inc.,OH,44706,,,Web,10/21/2013,Closed with explanation,Yes,No,511564
9/1/2013,Credit card,,Other,,,,Capital One,PA,16066,,,Web,9/18/2013,Closed with non-monetary relief,Yes,No,511565
9/24/2013,Credit card,,Rewards,,,,Amex,GA,30097,,,Referral,9/25/2013,Closed with explanation,Yes,No,539819
9/1/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"Cavalry Investments, LLC",FL,35055,,,Web,9/1/2013,Closed with explanation,Yes,No,510090
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NC,27332,,,Referral,9/25/2013,Closed with explanation,Yes,No,541689
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,95821,Older American,,Referral,9/25/2013,Closed with explanation,Yes,No,542777
9/25/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Santander Bank US,PA,17402,,,Web,10/16/2013,Closed,Yes,No,541464
9/17/2013,Credit card,,APR or interest rate,,,,JPMorgan Chase & Co.,CA,92553,,,Phone,9/18/2013,Closed with non-monetary relief,Yes,No,531049
9/17/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,90212,,,Web,9/18/2013,Closed with explanation,Yes,No,531051
9/1/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,"Cornerstone Mortgage, Inc.",MO,63105,,,Web,9/3/2013,Closed with explanation,Yes,Yes,511568
9/1/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NJ,7838,,,Web,9/3/2013,Closed with explanation,Yes,No,511569
9/1/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,TX,75026,,,Web,9/3/2013,Closed with explanation,Yes,No,511570
9/25/2013,Mortgage,Second mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,92262,,,Referral,9/25/2013,Closed with explanation,Yes,No,541567
9/25/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NY,12477,,,Referral,9/25/2013,Closed with explanation,Yes,No,541635
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,93311,Older American,,Referral,9/25/2013,Closed with explanation,Yes,No,541539
9/1/2013,Credit card,,Credit line increase/decrease,,,,Capital One,VA,22066,,,Web,9/1/2013,Closed with explanation,Yes,No,510050
9/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,VA,23836,Older American,,Web,9/14/2013,Closed with explanation,Yes,No,522655
9/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,FL,34233,,,Web,9/11/2013,Closed with explanation,Yes,No,521964
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,90043,Servicemember,,Referral,9/25/2013,Closed with non-monetary relief,Yes,No,541676
9/1/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,FL,33712,Older American,,Web,9/1/2013,Closed with non-monetary relief,Yes,Yes,511572
9/1/2013,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,,,Ditech Financial LLC,FL,33626,,,Web,9/1/2013,Closed with explanation,Yes,No,511573
9/1/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Fifth Third Financial Corporation,OH,43224,,,Web,9/3/2013,Closed with explanation,Yes,No,511574
9/17/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,Citibank,FL,33131,,,Web,9/19/2013,Closed with monetary relief,Yes,Yes,530974
9/17/2013,Consumer Loan,Installment loan,Taking out the loan or lease,,,,"CashCall, Inc.",OR,97322,,,Web,9/18/2013,Closed with explanation,Yes,Yes,531057
9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"LTD Financial Services, L.P.",MO,65802,Older American,,Web,9/14/2013,Closed with explanation,Yes,No,521967
9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,Citibank,MO,65802,Older American,,Web,9/11/2013,Closed with explanation,Yes,No,521968
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,91730,,,Referral,9/25/2013,Closed with explanation,Yes,Yes,541651
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,MO,65110,,,Referral,9/25/2013,Closed with explanation,Yes,No,541920
9/1/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Harris & Harris, Ltd.",CA,92648,,,Web,9/1/2013,Closed with explanation,Yes,No,511575
9/1/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,NY,11354,,,Web,9/1/2013,Closed with non-monetary relief,Yes,No,510075
9/1/2013,Credit card,,Other,,,,Discover,SC,29115,,,Web,9/5/2013,Closed with non-monetary relief,Yes,No,509957
9/1/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Arvest Bank,CA,92503,,,Web,9/3/2013,Closed with explanation,Yes,No,511577
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,95949,Older American,,Referral,9/25/2013,Closed with explanation,Yes,Yes,541290
9/25/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CT,6042,,,Web,9/25/2013,Closed with explanation,Yes,No,541466
9/25/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,First Tennessee Bank,TN,38116,,,Referral,9/25/2013,Closed with explanation,Yes,No,541467
9/10/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Arvest Bank,CA,94517,,,Web,9/11/2013,Closed with explanation,Yes,No,521977
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,90401,Older American,,Referral,9/25/2013,Closed with explanation,Yes,No,541843
9/1/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Residential Credit Solutions,CA,95757,,,Referral,9/3/2013,Closed with explanation,Yes,Yes,511578
9/1/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",TX,78745,Servicemember,,Web,9/3/2013,Closed with explanation,Yes,Yes,511580
9/1/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,KeyBank NA,NC,27604,,,Web,9/3/2013,Closed with explanation,Yes,No,511581
9/1/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,CA,92071,,,Web,9/1/2013,Closed with non-monetary relief,Yes,No,511582
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,VA,20152,,,Referral,9/25/2013,Closed with explanation,Yes,No,541882
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,FL,34430,,,Referral,9/25/2013,Closed with explanation,Yes,No,542001
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,SC,29803,Servicemember,,Referral,9/25/2013,Closed with explanation,Yes,No,541967
9/17/2013,Mortgage,VA mortgage,Settlement process and costs,,,,NVR Inc,FL,32825,,,Postal mail,9/18/2013,Closed with explanation,Yes,Yes,531063
9/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Expert Global Solutions, Inc.",MH,1585,,,Phone,9/18/2013,Closed with explanation,Yes,No,531068
9/1/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Universal Fidelity LP,OR,97306,Servicemember,,Web,9/1/2013,Closed,Yes,No,511583
9/1/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,91765,,,Web,9/3/2013,Closed with explanation,Yes,Yes,511585
9/1/2013,Mortgage,VA mortgage,"Application, originator, mortgage broker",,,,"First Continental Mortgage, Ltd",NM,88311,Older American,,Web,9/3/2013,Closed with explanation,Yes,No,511586
9/10/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,TX,76028,,,Web,9/11/2013,Closed with explanation,Yes,No,521980
9/10/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Alorica Inc.,GA,30035,,,Web,9/14/2013,Closed with explanation,Yes,No,521981
9/10/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,CA,91767,Older American,,Phone,9/11/2013,Closed with explanation,Yes,No,521983
9/25/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,The Receivable Management Services Corporation,NY,11709,,,Postal mail,9/25/2013,Closed with non-monetary relief,Yes,No,541275
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,33626,,,Referral,9/25/2013,Closed with explanation,Yes,No,541959
9/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Academy Mortgage,TX,76049,,,Referral,9/11/2013,Closed with monetary relief,Yes,No,521973
9/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,NY,11746,,,Web,9/11/2013,Closed with explanation,Yes,Yes,521988
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,LA,70815,,,Referral,9/25/2013,Closed with explanation,Yes,No,542012
9/25/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Discover,CA,91343,,,Postal mail,9/25/2013,Closed with explanation,Yes,No,541472
9/2/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Pentagon FCU,AZ,85215,,,Web,9/3/2013,Closed with monetary relief,Yes,No,512549
9/2/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,TX,78258,,,Web,9/3/2013,Closed with monetary relief,Yes,No,512550
9/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",WI,53528,,,Web,9/14/2013,Closed with explanation,Yes,No,521991
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,TX,75709,Servicemember,,Web,9/25/2013,Closed with explanation,Yes,No,541476
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",VA,22192,,,Referral,9/26/2013,Closed with explanation,Yes,No,542138
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,NJ,7111,,,Referral,9/26/2013,Closed with explanation,Yes,Yes,542498
9/10/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,UT,84104,,,Web,9/11/2013,Closed with explanation,Yes,No,521996
9/25/2013,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,,,"TransUnion Intermediate Holdings, Inc.",CO,80020,"Older American, Servicemember",,Postal mail,9/26/2013,Closed with non-monetary relief,Yes,No,542298
9/25/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,PR,777,,,Postal mail,10/4/2013,Closed with explanation,Yes,No,543042
9/25/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Citibank,PR,777,,,Postal mail,10/4/2013,Closed with explanation,Yes,No,543043
9/2/2013,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,KelKris Associates Inc,CA,95630,,,Web,9/4/2013,Closed with non-monetary relief,Yes,No,512553
9/17/2013,Mortgage,FHA mortgage,Settlement process and costs,,,,Citibank,TX,75068,,,Web,9/18/2013,Closed with explanation,Yes,No,531084
9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Diversified Consultants, Inc.",CA,92504,,,Phone,9/11/2013,Closed with explanation,Yes,No,522000
9/10/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,PA,15206,,,Web,9/14/2013,Closed with non-monetary relief,Yes,Yes,522002
9/10/2013,Money transfers,Domestic (US) money transfer,Other transaction issues,,,,HSBC North America Holdings Inc.,,,,,Web,9/11/2013,Closed with explanation,Yes,No,522003
9/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"SunTrust Banks, Inc.",NY,3743,,,Web,9/11/2013,Closed with monetary relief,Yes,No,522004
9/25/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,IL,60502,,,Referral,9/25/2013,Closed with explanation,Yes,No,542025
9/25/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Nationstar Mortgage,MI,48127,,,Web,9/25/2013,Closed with explanation,Yes,No,541478
9/2/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,FL,32811,,,Web,9/1/2013,Closed with non-monetary relief,Yes,No,512558
9/2/2013,Credit card,,Late fee,,,,Synchrony Financial,NE,68504,,,Web,9/1/2013,Closed with monetary relief,Yes,No,512559
9/2/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,MD,21140,,,Web,9/3/2013,Closed with explanation,Yes,Yes,512560
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NY,11374,,,Postal mail,9/25/2013,Closed with explanation,Yes,No,541480
9/10/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,JPMorgan Chase & Co.,FL,33406,,,Web,9/11/2013,Closed with explanation,Yes,No,522007
9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Convergent Resources, Inc.",TN,37862,Older American,,Web,9/11/2013,Closed with explanation,Yes,No,522008
9/25/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,GA,30214,,,Postal mail,9/25/2013,Closed,Yes,No,541483
9/25/2013,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,,,Equifax,CO,80020,"Older American, Servicemember",,Postal mail,9/25/2013,Closed with explanation,Yes,No,542299
9/2/2013,Credit card,,Late fee,,,,Barclays PLC,DC,20011,,,Web,9/3/2013,Closed with monetary relief,Yes,No,512561
9/2/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,PA,18071,,,Web,9/3/2013,Closed with non-monetary relief,Yes,No,511937
9/2/2013,Consumer Loan,Installment loan,Managing the loan or lease,,,,U.S. Bancorp,MO,65791,,,Web,9/3/2013,Closed with explanation,Yes,No,512562
9/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,CA,92029,Older American,,Web,9/25/2013,Closed with explanation,Yes,No,531091
9/17/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",VA,23226,,,Web,9/18/2013,Closed with explanation,Yes,No,531095
9/10/2013,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,Equifax,AL,36533,,,Web,9/11/2013,Closed with non-monetary relief,Yes,No,521281
9/10/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,TD Bank US Holding Company,ME,4554,,,Web,9/11/2013,Closed with explanation,Yes,Yes,522013
9/2/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Third Federal Savings & Loan,OH,44143,,,Web,9/3/2013,Closed with explanation,Yes,Yes,512564
9/2/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,JPMorgan Chase & Co.,NJ,8533,,,Web,9/2/2013,Closed with explanation,Yes,No,512565
9/2/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,E*Trade Bank,AL,35950,,,Web,9/3/2013,Closed with explanation,Yes,No,512567
9/2/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Barclays PLC,FL,33756,,,Web,9/3/2013,Closed with monetary relief,Yes,No,512568
9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,,,CNG Financial Corporation,NV,89031,,,Web,9/20/2013,Closed with explanation,No,No,522017
9/2/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,MO,63349,,,Web,9/6/2013,Closed with non-monetary relief,Yes,No,512569
9/2/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,92024,,,Web,9/3/2013,Closed with explanation,Yes,Yes,511844
9/2/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,IN,46409,,,Web,9/3/2013,Closed with non-monetary relief,Yes,No,511870
9/25/2013,Credit card,,Delinquent account,,,,Bank of America,FL,32082,,,Web,9/25/2013,Closed with explanation,Yes,Yes,543034
9/25/2013,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,,,Experian,CO,80020,"Older American, Servicemember",,Postal mail,9/25/2013,Closed with explanation,Yes,No,542300
9/17/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,"Peoples Home Equity, Inc.",IL,62062,,,Web,9/18/2013,Closed with explanation,Yes,No,531103
9/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Citibank,PA,18080,,,Web,9/18/2013,Closed with explanation,Yes,No,531106
9/2/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,MI,49506,,,Web,9/5/2013,Closed with explanation,Yes,Yes,512570
9/2/2013,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,"Illinois Collection Service, Inc.",IN,46409,,,Web,9/3/2013,Closed with explanation,Yes,Yes,511871
9/2/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,"Commonwealth Financial Systems, Inc.",IN,46409,,,Web,9/3/2013,Closed with explanation,Yes,Yes,511873
9/2/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Debt Recovery Solutions, LLC",IN,46409,,,Web,9/5/2013,Closed with explanation,Yes,Yes,511875
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,WI,53186,,,Postal mail,9/11/2013,Closed with explanation,Yes,No,522646
9/10/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Wells Fargo & Company,NC,28803,,,Web,9/11/2013,Closed with explanation,Yes,No,522026
9/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MD,21239,,,Postal mail,10/7/2013,Closed with explanation,Yes,Yes,521230
9/10/2013,Mortgage,Other mortgage,Credit decision / Underwriting,,,,JPMorgan Chase & Co.,AZ,85281,,,Web,9/11/2013,Closed,Yes,No,521335
9/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Select Portfolio Servicing, Inc",MI,49107,,,Web,9/18/2013,Closed with explanation,Yes,Yes,531110
9/17/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Platinum Home Mortgage Corporation,CA,92223,,,Web,9/18/2013,Closed with monetary relief,Yes,Yes,531315
9/10/2013,Credit card,,Billing disputes,,,,HSBC North America Holdings Inc.,CA,93675,,,Web,10/2/2013,Closed with explanation,Yes,Yes,522028
9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,Encore Capital Group,NY,10024,,,Web,9/14/2013,Closed with non-monetary relief,Yes,No,522032
9/2/2013,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,,,"Allied Collection Service, Inc. (Indiana)",IN,46409,,,Web,9/3/2013,Closed with explanation,Yes,Yes,511876
9/2/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CT,6902,,,Web,9/3/2013,Closed with explanation,Yes,No,512571
9/2/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",TN,37930,,,Web,9/3/2013,Closed with explanation,Yes,No,512573
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33471,,,Postal mail,9/25/2013,Closed with explanation,Yes,No,543031
9/25/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,PA,19401,,,Postal mail,10/8/2013,Closed with explanation,Yes,No,541509
9/10/2013,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,"Cavalry Investments, LLC",IA,52404,,,Web,9/14/2013,Closed with explanation,Yes,No,522034
9/17/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Citibank,NE,68073,,,Phone,9/18/2013,Closed with explanation,Yes,No,531119
9/17/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",CT,6851,,,Fax,11/5/2013,Closed with non-monetary relief,Yes,No,531113
9/17/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,GA,30004,,,Web,9/17/2013,Closed with non-monetary relief,Yes,No,531876
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,GA,30214,,,Postal mail,9/11/2013,Closed with explanation,Yes,Yes,522038
9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Diversified Consultants, Inc.",MD,21206,Servicemember,,Web,9/11/2013,Closed with explanation,Yes,No,521954
9/25/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MA,1876,,,Web,9/25/2013,Closed with explanation,Yes,Yes,542714
9/25/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,PA,19401,,,Postal mail,10/9/2013,Closed with explanation,Yes,No,541510
9/25/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Fifth Third Financial Corporation,MI,48009,,,Postal mail,9/25/2013,Closed with explanation,Yes,Yes,541269
9/17/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,GC Services Limited Partnership,ID,83707,,,Web,9/17/2013,Closed with non-monetary relief,Yes,No,533635
9/17/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Bank of America,FL,32164,Older American,,Web,9/17/2013,Closed with explanation,Yes,No,531877
9/2/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NC,27822,,,Web,9/3/2013,Closed with non-monetary relief,Yes,Yes,512575
9/25/2013,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,NC,28304,,,Web,9/25/2013,Closed with explanation,Yes,No,541608
9/25/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Synchrony Financial,TN,37681,Servicemember,,Referral,9/25/2013,Closed with explanation,Yes,No,542757
9/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,MN,55124,,,Referral,9/26/2013,Closed with monetary relief,Yes,No,542149
9/10/2013,Credit card,,Closing/Cancelling account,,,,Wells Fargo & Company,CT,6457,,,Web,9/11/2013,Closed with explanation,Yes,No,522044
9/2/2013,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,,,Morgan Stanley,FL,33952,,,Web,9/5/2013,Closed with monetary relief,Yes,No,512577
9/2/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,CO,80465,,,Web,9/3/2013,Closed with explanation,Yes,No,512579
9/2/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",TX,78023,,,Web,9/2/2013,Closed with explanation,Yes,No,512581
9/2/2013,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,,,Bank of America,TN,38134,,,Web,9/11/2013,Closed with explanation,Yes,No,511978
9/2/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Sallie Mae,MO,64068,,,Web,9/3/2013,Closed with non-monetary relief,Yes,Yes,512584
9/17/2013,Credit card,,Rewards,,,,HSBC North America Holdings Inc.,NC,28078,,,Fax,9/18/2013,Closed with monetary relief,Yes,No,530203
9/17/2013,Credit card,,Unsolicited issuance of credit card,,,,JPMorgan Chase & Co.,FL,32771,Older American,,Web,9/18/2013,Closed with non-monetary relief,Yes,No,531127
9/25/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,New York Community Bank,,,"Older American, Servicemember",,Phone,9/25/2013,Closed with explanation,Yes,No,541527
9/10/2013,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,,,Resurgent Capital Services L.P.,MI,48320,,,Web,9/14/2013,Closed with explanation,Yes,No,520849
9/2/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,IL,60540,,,Web,9/17/2013,Closed with explanation,Yes,Yes,511812
9/2/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,FL,34653,,,Web,9/3/2013,Closed with explanation,Yes,No,512597
9/17/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Amex,TX,75034,,,Web,9/18/2013,Closed with non-monetary relief,Yes,No,531129
9/25/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",PA,19401,,,Postal mail,10/9/2013,Closed with explanation,Yes,No,541511
9/10/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,33190,,,Web,9/11/2013,Closed with explanation,Yes,No,522059
9/10/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,TX,78332,,,Web,9/11/2013,Closed with explanation,Yes,Yes,522060
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Portfolio Recovery Associates, Inc.",GA,30213,,,Referral,9/11/2013,Closed with non-monetary relief,Yes,No,521994
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,OH,43223,,,Referral,9/11/2013,Closed with explanation,Yes,No,522405
9/2/2013,Credit card,,Billing disputes,,,,Citibank,FL,33140,,,Web,9/2/2013,Closed with explanation,Yes,Yes,514877
9/2/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"EOS Holdings, Inc.",VA,20155,Servicemember,,Web,9/2/2013,Closed with non-monetary relief,Yes,No,511817
9/2/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,94925,,,Web,9/3/2013,Closed with explanation,Yes,Yes,512598
9/2/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,JPMorgan Chase & Co.,FL,33025,,,Web,9/9/2013,Closed with explanation,Yes,No,512599
9/25/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,NY,14464,,,Web,9/25/2013,Closed with explanation,Yes,No,541532
